L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,90.560000,90.450000,90.530000,90.330000,90.290000,89.970000,89.690000,89.410000,89.000000,88.720000,87.890000,87.280000,86.520000
