L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,32.180000,25.290000,19.860000,16.040000,12.900000,10.440000,8.770000,7.320000,6.310000,5.370000,4.500000,4.100000,3.650000,3.130000,2.860000,2.860000,2.330000
