L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,75.140000,67.350000,57.980000,49.020000,40.290000,32.720000,26.650000,22.170000,18.740000,16.110000,14.450000,13.080000,12.200000,11.510000,11.170000,10.880000,10.670000
