site,method,method_label,clean_acc,end_sigma,end_acc,absolute_drop,end_retention,curve_acc_auc,curve_retention_auc
both,l2,L2,97.134000,0.5,29.999333,67.134667,0.308845,61.329000,0.631386
both,no_reg,No Reg,95.804000,0.5,69.441333,26.362667,0.724827,83.185333,0.868287
both,old_detach,MNE-L2,96.816000,0.5,73.437333,23.378667,0.758525,87.011333,0.898729
both,orthogonal,Orthogonal,97.006000,0.5,74.988000,22.018000,0.773024,86.388500,0.890548
