L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,74.700000,65.780000,55.370000,45.730000,36.590000,29.320000,23.930000,19.630000,17.000000,14.800000,13.780000,12.740000,12.100000,11.750000,11.410000,11.280000,10.960000
