L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,88.390000,86.570000,81.370000,69.630000,53.300000,38.220000,29.380000,24.030000,20.650000,17.840000,15.750000,14.800000,13.880000
