L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,93.060000,92.890000,92.900000,92.940000,92.760000,92.840000,92.880000,92.930000,92.480000,92.320000,91.830000,91.560000,90.660000,89.870000,88.630000,86.890000,85.100000,83.250000,80.950000,77.790000,75.190000
