dataset,model,method,method_label,seed,L,T,site,sigma,sigma_scale,scale_reference,actual_sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0,absolute,1,0,0,20302801,77.090000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,absolute,1,0.25,0,20302901,71.570000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,absolute,1,0.25,1,20302902,71.580000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,absolute,1,0.25,2,20302903,71.550000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,absolute,1,0.5,0,20303001,51.620000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,absolute,1,0.5,1,20303002,51.160000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,absolute,1,0.5,2,20303003,51.290000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,absolute,1,0.75,0,20303101,37.680000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,absolute,1,0.75,1,20303102,37.990000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,absolute,1,0.75,2,20303103,37.990000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6_narrow_staged,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,absolute,1,1,0,20303201,30.730000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_narrow_staged_L[16]_fashion_spectral_mne_cnn6_narrow_staged_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
