L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,96.760000,96.760000,96.680000,96.760000,96.670000,96.470000,96.450000,96.600000,96.500000,96.240000,96.090000
