L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,73.170000,64.960000,55.570000,46.670000,38.180000,31.190000,25.740000,21.920000,18.920000,16.230000,14.430000,13.600000,12.670000,12.260000,11.400000,11.280000,11.140000
