dataset,model,method,method_label,seed,L,T,site,sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0,0,20302801,79.720000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,0,20302901,72.580000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,1,20302902,72.360000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,2,20302903,72.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,0,20303001,58.040000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,1,20303002,57.570000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,2,20303003,57.580000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,0,20303101,48.450000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,1,20303102,48.320000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn10,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,2,20303103,48.500000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn10_L[16]_fashion_spectral_mne_cnn10_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
