site,method,method_label,clean_acc,end_sigma,end_acc,absolute_drop,end_retention,curve_acc_auc,curve_retention_auc
post_input_if,manual_l2_all,Manual L2 (all params),80.310000,1,38.986667,41.323333,0.485452,59.368750,0.739245
post_input_if,wd_weight_only,WD (weights only),79.720000,1,40.256667,39.463333,0.504976,59.671250,0.748510
