L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,51.300000,51.030000,50.960000,50.800000,49.260000,43.280000,36.590000,31.510000,27.210000,24.730000,22.800000,21.020000,20.450000,19.350000,18.190000,17.860000,17.710000,17.150000,16.290000,15.420000,15.740000
