method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,89.674,88.1,86.98,1.5740000000000123,21,7.901634693145752,7.516791820526123,8.007335662841797,1.089429497718811,1.10043466091156,1.053321361541748,83.87,0.0,45.913333333333334,0.4500370355130039,37.95666666666667,26
weights_only,final,89.724,87.73,86.85,1.9939999999999998,21,7.901081085205078,7.513733863830566,8.007584571838379,1.0898983478546143,1.100973129272461,1.0537445545196533,83.58,0.0,46.303333333333335,0.2227853974867623,37.276666666666664,26
all_parameters,best_val,89.938,88.39,87.14,1.5480000000000018,21,6.77786922454834,6.387551307678223,6.88765811920166,0.9484506845474243,0.9604544043540955,0.9074652194976807,84.01,0.0,47.633333333333326,0.20816659994661338,36.37666666666668,30
all_parameters,final,89.938,88.39,87.14,1.5480000000000018,21,6.77786922454834,6.387551307678223,6.88765811920166,0.9484506845474243,0.9604544043540955,0.9074652194976807,84.01,0.0,47.633333333333326,0.20816659994661338,36.37666666666668,30
