L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,89.570000,89.630000,89.530000,89.410000,89.380000,89.010000,89.020000,88.680000,88.540000,87.840000,87.700000,87.100000,86.400000,85.210000,84.310000,82.480000,81.100000,78.970000,76.820000,73.720000,70.070000
