L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,88.320000,87.990000,87.850000,86.950000,85.500000,84.050000,81.110000,78.850000,74.710000,69.990000,64.530000
