dataset,model,method,method_label,seed,L,T,site,sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0,0,20302801,79.230000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,0,20302901,69.990000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,1,20302902,69.720000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,2,20302903,69.320000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,0,20303001,54.370000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,1,20303002,53.940000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,2,20303003,53.800000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,0,20303101,44.870000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,1,20303102,44.920000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,2,20303103,45.000000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,0,20303201,37.450000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,1,20303202,37.190000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,2,20303203,36.850000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn6,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0,0,20302801,80.050000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn6_L[16]_fashion_spectral_mne_cnn6_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
