L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,16.040000,11.510000,8.390000,6.390000,4.890000,4.030000,3.340000,2.760000,2.320000,1.920000,1.730000,1.610000,1.440000,1.400000,1.340000,1.140000,1.160000
