L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,89.820000,89.810000,89.810000,89.750000,89.800000,89.790000,89.840000,89.780000,89.730000,89.650000,89.530000,89.640000,89.610000,89.620000,89.570000,89.420000,89.360000,89.420000,89.290000,89.240000,89.280000
