L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,94.120000,94.080000,93.750000,93.230000,92.930000,92.360000,91.210000,89.990000,88.380000,86.620000,84.670000
