if_name,residual_name,residual_risk_mean,residual_q_mean,residual_q_max,has_shortcut_conv,shortcut_name,shortcut_risk_mean,shortcut_q_mean,shortcut_q_max,residual_kappa_mean,shortcut_kappa_mean
conv2_x.0.act,conv2_x.0.residual_function.3,0.9123281240463257,2.6493124961853027,46.3024787902832,False,,,,,1.0,
conv2_x.1.act,conv2_x.1.residual_function.3,1.4823615550994873,4.929446220397949,46.3024787902832,False,,,,,1.0,
conv3_x.0.act,conv3_x.0.residual_function.3,2.471369743347168,8.885478973388672,46.3024787902832,True,conv3_x.0.shortcut.0,2.477465867996216,8.909863471984863,46.3024787902832,1.0,1.0
conv3_x.1.act,conv3_x.1.residual_function.3,2.5361461639404297,9.144584655761719,46.3024787902832,False,,,,,1.0,
conv4_x.0.act,conv4_x.0.residual_function.3,0.739101231098175,1.9564049243927002,1.9564049243927002,True,conv4_x.0.shortcut.0,0.739101231098175,1.9564049243927002,1.9564049243927002,1.0,1.0
conv4_x.1.act,conv4_x.1.residual_function.3,2.5449321269989014,9.179727554321289,46.3024787902832,False,,,,,1.0,
conv5_x.0.act,conv5_x.0.residual_function.3,0.8548926115036011,2.4195704460144043,46.3024787902832,True,conv5_x.0.shortcut.0,1.9979004859924316,6.991601943969727,46.3024787902832,1.0,1.0
conv5_x.1.act,conv5_x.1.residual_function.3,1.0865230560302734,3.3460922241210938,46.3024787902832,False,,,,,1.0,
