name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,3.153311252593994,7.612733364105225,0.921875,1.0,1.0,11.620809555053711
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,0.8596984148025513,2.8164262771606445,0.609375,1.0,1.0,2.474658489227295
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.6701869964599609,3.59338641166687,0.375,1.0,1.0,1.7382802963256836
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.6171785593032837,1.9432402849197388,0.21875,1.0,1.0,1.5443522930145264
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.7966699600219727,7.612733364105225,0.78125,1.0,1.0,6.207858562469482
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.5591280460357666,1.4326276779174805,0.5078125,1.0,1.0,1.2818015813827515
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.6237647533416748,1.3270277976989746,0.5625,1.0,1.0,1.5351189374923706
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.8837320804595947,3.0497052669525146,0.71875,1.0,1.0,2.5616517066955566
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.47579583525657654,0.47579583525657654,0.0,1.0,1.0,1.0
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,1.365311622619629,3.9302234649658203,0.8984375,1.0,1.0,4.470324516296387
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.47579583525657654,0.47579583525657654,0.0,1.0,1.0,1.0
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.5240164995193481,1.826478123664856,0.359375,1.0,1.0,1.1543301343917847
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.4768500328063965,0.5937597751617432,0.01171875,1.0,1.0,1.002593755722046
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.47579583525657654,0.47579583525657654,0.0,1.0,1.0,1.0
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,3.4284870624542236,7.612733364105225,0.97265625,1.0,1.0,12.716595649719238
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.8393096923828125,1.3892006874084473,0.982421875,1.0,1.0,2.35859751701355
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.569595456123352,3.3476953506469727,1.0,1.0,1.0,5.278381824493408
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,3.0594167709350586,6.086528301239014,0.998046875,1.0,1.0,11.237855911254883
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.47579583525657654,0.47579583525657654,0.0,1.0,1.0,1.0
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,0.6831868886947632,7.612733364105225,0.271484375,1.0,1.0,1.8003857135772705
fc,classifier_head,True,False,5120,10,,,nan,nan,nan,1.0,1.0,1.0
