architecture,depth,n_lambda,weights_val_acc,all_val_acc,delta_val_acc,weights_test_acc,all_test_acc,delta_test_acc,weights_train_val_gap,all_train_val_gap,delta_train_val_gap,weights_snn_sigma0,all_snn_sigma0,delta_snn_sigma0,weights_snn_sigma1,all_snn_sigma1,delta_snn_sigma1,weights_snn_drop,all_snn_drop,delta_snn_drop,weights_lambda_mean,all_lambda_mean,delta_lambda_mean,weights_gamma_abs_mean,all_gamma_abs_mean
residual_constant,20,21,88.1,88.39,0.29000000000000625,86.98,87.14,0.1599999999999966,1.5740000000000123,1.5480000000000018,-0.02600000000001046,83.87,84.01,0.14000000000000057,45.913333333333334,47.633333333333326,1.7199999999999918,37.95666666666667,36.37666666666668,-1.5799999999999912,7.901634693145752,6.77786922454834,-1.123765468597412,1.089429497718811,0.9484506845474243
residual_constant,40,41,87.28,87.7,0.4200000000000017,86.49,86.51,0.020000000000010232,1.8900000000000006,1.6559999999999917,-0.23400000000000887,80.33,82.69,2.3599999999999994,27.00666666666667,29.27333333333333,2.2666666666666586,53.32333333333332,53.41666666666667,0.09333333333334792,7.951211929321289,6.8305230140686035,-1.1206889152526855,1.0395889282226562,0.8968229293823242
residual_constant,60,61,87.09,87.02,-0.07000000000000739,85.89,86.26,0.37000000000000455,1.445999999999998,1.608000000000004,0.16200000000000614,80.7,83.22,2.519999999999996,27.58,30.13,2.5500000000000007,53.120000000000005,53.09,-0.030000000000001137,7.975846767425537,6.849804878234863,-1.1260418891906738,1.0159131288528442,0.8779608011245728
residual_constant,80,81,87.03,87.01,-0.01999999999999602,86.27,86.59,0.3200000000000074,1.5919999999999987,1.461999999999989,-0.13000000000000966,82.96,82.96,0.0,32.21666666666667,25.44333333333333,-6.773333333333337,50.743333333333325,57.516666666666666,6.7733333333333405,7.986871242523193,6.862347602844238,-1.124523639678955,1.0073493719100952,0.867117702960968
