L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,7.250000,7.190000,7.270000,7.120000,7.340000,7.020000,7.190000,7.120000,7.030000,7.260000,7.160000
