epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8974130958547373,0.0,8.0,86.43066146399741,0.04321533073199871,14.814,20.25,1735.0612564086914
1.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8267565967176881,0.0,8.0,72.6078213516667,0.03630391067583335,19.06,22.29,1431.0772078037262
2.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7866083374413688,0.0,8.0,61.63482844532084,0.030817414222660423,22.482,29.62,1225.8985126018524
3.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7346565618234522,0.0,8.0,53.155998359456824,0.02657799917972841,24.822,28.87,1083.9259202480316
4.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6940267031150096,0.0,8.0,46.65683512438947,0.023328417562194732,26.828,35.84,987.0779070854187
5.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6700851499577007,0.0,8.0,41.85213112458181,0.020926065562290905,28.966,34.73,920.4065434932709
6.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6626335399230118,0.0,8.0,38.3434615369173,0.019171730768458652,30.72,39.21,872.729926109314
7.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.5928636168884804,0.0,8.0,36.133038533921386,0.018066519266960693,33.708,40.5,829.1342777013779
8.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990019347356714,0.0,8.0,34.67904210805992,0.017339521054029958,35.508,47.58,802.3853112459183
9.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,34.06098993436388,0.017030494967181942,37.548,50.21,783.2311860322952
10.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,34.14756794391622,0.01707378397195811,39.108,52.65,770.526598572731
11.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,34.48848460313887,0.017244242301569436,41.146,47.44,756.2446520328522
12.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,35.23048975599496,0.01761524487799748,43.022,56.93,743.5343576669693
13.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,36.1196203219038,0.0180598101609519,44.78,56.99,732.1447920799255
14.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,37.05508101574266,0.01852754050787133,46.044,62.54,730.0873876810074
15.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,37.86914329444198,0.018934571647220993,47.202,62.31,726.7045987844467
16.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,38.69723215777019,0.019348616078885095,47.962,62.93,723.969029545784
17.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,8.0,39.33275112971231,0.019666375564856155,48.386,55.26,724.9597482681274
18.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298979272013125,0.0,8.0,40.0200132371689,0.020010006618584448,49.152,61.46,723.568799495697
19.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299123477143095,0.0,8.0,40.48913979620668,0.02024456989810334,49.882,58.9,724.108876824379
20.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299094637489075,0.0,8.0,40.87839113686443,0.020439195568432215,50.644,66.29,720.1138525009155
21.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299422161201077,0.0,8.0,41.532306597424736,0.02076615329871237,50.804,62.65,722.8174057006836
22.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299259449667333,0.0,8.0,41.93772108130589,0.020968860540652945,50.94,65.27,723.2166069746017
23.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990719762909443,0.0,8.0,42.25503528092003,0.021127517640460017,51.76,61.94,719.8631727695465
24.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299269737185115,0.0,8.0,42.52320887826368,0.021261604439131842,51.42,62.49,719.0946863889694
25.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990781524602103,0.0,8.0,42.738049046888285,0.021369024523444143,52.326,67.47,720.4930905103683
26.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299391257488514,0.0,8.0,43.01783320547244,0.02150891660273622,52.37,66.86,718.483296751976
27.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990740357762405,0.0,8.0,43.271936222886296,0.02163596811144315,52.436,68.97,718.4166439771652
28.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32993150527215065,0.0,8.0,43.436489570995725,0.021718244785497862,52.61,67.14,721.8737471103668
29.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32991914675973566,0.0,8.0,43.685420476621694,0.021842710238310848,53.432,68.79,716.2005645036697
30.0,0.08,risk,1.0438658651488517,0.04128613752667861,1.0,1.1363588571548462,1.0438658651488517,0.04128613752667861,0.33002358271032955,0.0,8.0,44.18879095671006,0.02209439547835503,53.25,66.69,723.2075417041779
31.0,0.16,risk,1.0877397941506428,0.08258035712306151,1.0,1.1759763956069946,1.0877397941506428,0.08258035712306151,0.329954577910016,0.0,8.0,44.77585988371877,0.022387929941859386,53.624,65.02,721.7440844774246
32.0,0.24,risk,1.131564638193916,0.12382818627006867,1.0,1.2860358953475952,1.131564638193916,0.12382818627006867,0.3299595216655975,0.0,8.0,45.0734445770054,0.0225367222885027,53.992,69.54,719.4692717790604
33.0,0.32,risk,1.1754882643594766,0.16516944560248528,1.0,1.3520582914352417,1.1754882643594766,0.16516944560248528,0.3299263577022211,0.0,8.0,45.299465856708245,0.02264973292835412,54.048,69.96,716.6629595756531
34.0,0.4,risk,1.2193093373037664,0.2064136012130991,1.0,1.4400659799575806,1.2193093373037664,0.2064136012130991,0.32994180605234696,0.0,8.0,45.67797718920636,0.02283898859460318,54.044,66.75,721.8083620071411
35.0,0.48,risk,1.2628655604389318,0.2473519375866941,1.0,1.7048938274383545,1.2628655604389318,0.2473519375866941,0.3360217434670919,0.0,8.0,46.179694521468974,0.023089847260734486,54.368,70.15,723.8760207891464
36.0,0.56,risk,1.3063574008014807,0.28794992381654433,1.0,1.800694465637207,1.3063574008014807,0.28794992381654433,0.34110552011548406,0.0,8.0,46.30683676911304,0.02315341838455652,54.672,67.04,717.042156457901
37.0,0.64,risk,1.350407537901798,0.32954277117234054,1.0,1.703662395477295,1.350407537901798,0.32954277117234054,0.33764080646092937,0.0,8.0,46.52111529777187,0.023260557648885936,54.762,71.64,721.5608661174774
38.0,0.72,risk,1.3939082253619532,0.3707399305022891,1.0,1.7915942668914795,1.3939082253619532,0.3707399305022891,0.3300818779584392,0.0,8.0,46.78694712388377,0.023393473561941887,54.752,71.07,718.4468493461609
39.0,0.8,risk,1.4373362107045204,0.4112281987581716,1.0,1.9508767127990723,1.4373362107045204,0.4112281987581716,0.3437508151811712,0.0,8.0,47.21452246978212,0.02360726123489106,55.136,66.22,722.101057767868
40.0,0.88,risk,1.4816930025739743,0.4533669712293483,1.0,1.967430830001831,1.4816930025739743,0.4533669712293483,0.3299834138292181,0.0,8.0,47.557187759953784,0.023778593879976894,54.662,68.21,723.6577563285828
41.0,0.96,risk,1.525238754499294,0.4941080743851869,1.0,2.05558705329895,1.525238754499294,0.4941080743851869,0.3359733347392753,0.0,8.0,47.75639200617557,0.023878196003087784,55.724,72.33,719.2401905059814
42.0,1.04,risk,1.569474712662075,0.5359854809463481,1.0,2.224482297897339,1.569474712662075,0.5359854809463481,0.3300001019864436,0.0,8.0,47.981851802707574,0.023990925901353786,55.588,74.01,718.3234564065933
43.0,1.12,risk,1.6132232767846577,0.5771574938998503,1.0,2.4798355102539062,1.6132232767846577,0.5771574938998503,0.3300606623634963,0.0,8.0,48.24541012768647,0.024122705063843234,55.634,73.52,719.5592106580734
44.0,1.2,risk,1.6570415280359176,0.6184057818959131,1.0,2.318751811981201,1.6570415280359176,0.6184057818959131,0.3299529294071295,0.0,8.0,48.3703100015747,0.024185155000787353,55.486,73.44,719.5684198141098
45.0,1.28,risk,1.700063245985514,0.6588847675286901,1.0,2.407242774963379,1.700063245985514,0.6588847675286901,0.3301220478304207,0.0,8.0,48.650490872610895,0.02432524543630545,55.428,73.85,717.3922657966614
46.0,1.36,risk,1.7445588828352712,0.7007717285924555,1.0,2.4950571060180664,1.7445588828352712,0.7007717285924555,0.33001802644461314,0.0,8.0,49.01244550418329,0.024506222752091647,55.442,72.27,721.6038802862167
47.0,1.44,risk,1.7881122995215608,0.7417545137198075,1.0,2.5828745365142822,1.7881122995215608,0.7417545137198075,0.3301070119871203,0.0,8.0,49.27252812874779,0.024636264064373893,56.502,71.64,714.0711518526077
48.0,1.52,risk,1.8317255796983725,0.7828023689787101,1.0,3.566870927810669,1.8317255796983725,0.7828023689787101,0.3301360549981637,0.0,8.0,49.548388209914954,0.024774194104957476,55.726,72.35,719.7607221603394
49.0,1.6,risk,1.8748676651883918,0.8234054484330785,1.0,2.758180856704712,1.8748676651883918,0.8234054484330785,0.3301457340455116,0.0,8.0,49.86420406050953,0.024932102030254765,56.102,73.83,718.8673148155212
50.0,1.68,risk,1.9180320894626706,0.8612358983215469,1.0,2.847531318664551,1.9180320894626706,0.8612358983215469,0.3453490767637482,0.0,8.0,50.07346619167655,0.025036733095838277,56.386,70.02,717.0233510732651
51.0,1.76,risk,1.962516704178832,0.9058102218391341,1.0,4.282138824462891,1.962516704178832,0.9058102218391341,0.33256835888718705,0.0,8.0,50.26093355482943,0.025130466777414713,56.638,73.41,716.8906483650208
52.0,1.84,risk,2.0051110745086085,0.9413595242268594,1.0,4.88587760925293,2.0051110745086085,0.9413595242268594,0.35038547823801064,0.0,8.0,50.57681762023803,0.025288408810119015,56.366,74.31,721.5815725326538
53.0,1.92,risk,2.048110329586527,0.9856040003659475,1.0,3.407426357269287,2.048110329586527,0.9856040003659475,0.3411485737242052,0.0,8.0,50.60474067614759,0.025302370338073796,56.288,74.7,719.0448002815247
54.0,2.0,risk,2.092939146339436,1.0280084440775235,1.0,3.197700262069702,2.092939146339436,1.0280084440775235,0.3393484457679417,0.0,8.0,50.77028198109782,0.02538514099054891,55.85,73.31,718.3766012191772
55.0,2.08,risk,2.138587315064257,1.0716337529594635,1.0,3.28574800491333,2.138587315064257,1.0716337529594635,0.3299648749553944,0.0,8.0,51.21783122459953,0.025608915612299766,56.458,73.26,716.3523374795914
56.0,2.16,risk,2.1816619381575326,1.1120736342866708,1.0,3.375434160232544,2.1816619381575326,1.1120736342866708,0.3325213909606495,0.0,8.0,51.53459690530371,0.025767298452651854,56.06,72.67,724.2141325473785
57.0,2.24,risk,2.224417304748769,1.1523836570627548,1.0,4.203150749206543,2.224417304748769,1.1523836570627548,0.33028045068006684,0.0,8.0,51.67962464712967,0.025839812323564835,56.81,73.95,717.5046620368958
58.0,2.32,risk,2.2656824680240564,1.1871339518700719,1.0,3.550107955932617,2.2656824680240564,1.1871339518700719,0.3558202611515894,0.0,8.0,51.56793472779227,0.025783967363896137,57.244,74.19,713.5473651885986
59.0,2.4,risk,2.3114072788706825,1.2339466560222303,1.0,3.63576602935791,2.3114072788706825,1.2339466560222303,0.3368792693938136,0.0,8.0,51.897692577247874,0.02594884628862394,56.53,73.91,717.7757344245911
60.0,2.48,risk,2.353431460802512,1.268967618722745,1.0,4.240470886230469,2.353431460802512,1.268967618722745,0.35308824544367584,0.0,8.0,52.09501674784735,0.026047508373923677,56.496,75.91,720.4874076843262
