L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,25.930000,19.160000,14.540000,11.540000,9.120000,7.130000,6.150000,4.970000,4.440000,3.770000,3.290000,3.090000,2.590000,2.480000,2.340000,2.060000,2.030000
