L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,83.640000,83.460000,83.010000,82.580000,82.200000,81.190000,80.370000,79.150000,77.880000,76.630000,75.160000,72.990000,71.640000,70.060000,68.530000,65.930000,65.010000,63.890000,62.290000,61.810000,59.270000
