stage,epoch,epochs,regularizer,reg_coeff,param_kind,layer,numel,value_mean,value_rms,value_l2,grad_ce_l2,grad_reg_l2,grad_total_l2,cos_ce_reg,dot_ce_reg,sign_agree_frac,grad_ce_mean,grad_reg_mean,ce_loss,reg_loss
early,0,300,mne_l2,0.0001,bn_gamma,layer4.9,512,1.000068187713623,1.0000799894332886,22.629226684570312,0.003292264649644494,0.0,0.003292264649644494,nan,0.0,0.0,-2.5814113087108126e-06,0.0,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,lambda,layer4.10,1,8.032987594604492,8.032987594604492,8.032987594604492,0.00017689354717731476,7.246684981510043e-05,0.00010442669736221433,-1.0000000198674404,-1.2818918371237942e-08,0.0,0.00017689354717731476,-7.246684981510043e-05,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,bn_gamma,layer5.1,512,1.0001256465911865,1.0001482963562012,22.63077163696289,0.004791563842445612,0.0,0.004791563842445612,nan,0.0,0.0,2.0473635231610388e-08,0.0,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,lambda,layer5.2,1,8.063619613647461,8.063619613647461,8.063619613647461,1.3279030099511147e-05,9.889958892017603e-05,0.00011217861901968718,0.9999999766159705,1.31329058739027e-09,1.0,-1.3279030099511147e-05,-9.889958892017603e-05,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,bn_gamma,layer5.5,512,1.0001729726791382,1.0002065896987915,22.632091522216797,0.00731445150449872,0.0,0.00731445150449872,nan,0.0,0.0,2.786046934488695e-06,0.0,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,lambda,layer5.6,1,8.022443771362305,8.022443771362305,8.022443771362305,0.00015647965483367443,4.946294575347565e-05,0.0002059426042251289,1.0000000008539336,7.73994468517003e-09,1.0,-0.00015647965483367443,-4.946294575347565e-05,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,bn_gamma,layer5.9,512,0.9487545490264893,0.9488199353218079,21.469345092773438,0.016628840938210487,0.0,0.016628840938210487,nan,0.0,0.0,-0.00019606197020038962,0.0,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,lambda,layer5.10,1,8.018938064575195,8.018938064575195,8.018938064575195,0.0019571473821997643,2.836201929312665e-05,0.0019855094142258167,0.9999999695072025,5.550865012082795e-08,1.0,-0.0019571473821997643,-2.836201929312665e-05,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,lambda,classifier.2,1,7.8147172927856445,7.8147172927856445,7.8147172927856445,0.0016327491030097008,3.787941750488244e-05,0.001594869652763009,-1.0000000267436204,-6.18475866076551e-08,0.0,0.0016327491030097008,-3.787941750488244e-05,2.068537950515747,0.0045910729095339775
early,0,300,mne_l2,0.0001,lambda,classifier.5,1,7.3404221534729,7.3404221534729,7.3404221534729,0.007809203118085861,5.2791652706218883e-05,0.00775641156360507,-0.9999999837395935,-4.1226073221878323e-07,0.0,0.007809203118085861,-5.2791652706218883e-05,2.068537950515747,0.0045910729095339775
mid,149,300,mne_l2,0.0001,bn_gamma,layer1.1,64,4.19993257522583,4.696413040161133,37.57130432128906,0.034399088472127914,0.0,0.034399088472127914,nan,0.0,0.0,0.0007787107606418431,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer1.2,1,10.86090087890625,10.86090087890625,10.86090087890625,0.01787719875574112,0.0014193981187418103,0.019296597689390182,0.9999999952482675,2.537486216169782e-05,1.0,-0.01787719875574112,-0.0014193981187418103,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer1.5,64,2.695021867752075,2.8190886974334717,22.552709579467773,0.07081752270460129,0.0,0.07081752270460129,nan,0.0,0.0,0.0007884280057623982,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer1.6,1,3.186180591583252,3.186180591583252,3.186180591583252,0.0021804682910442352,0.00025261176051571965,0.002433079993352294,0.9999999985548221,5.508119329533656e-07,1.0,-0.0021804682910442352,-0.00025261176051571965,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer2.1,128,1.9219425916671753,1.9433561563491821,21.98656463623047,0.07953901588916779,0.0,0.07953901588916779,nan,0.0,0.0,0.00037087511736899614,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer2.2,1,8.065214157104492,8.065214157104492,8.065214157104492,0.0013258520048111677,0.0004076670447830111,0.0009181849891319871,-0.9999999919510316,-5.405061642704823e-07,0.0,0.0013258520048111677,-0.0004076670447830111,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer2.5,128,1.6567068099975586,1.6780823469161987,18.985334396362305,0.09239958971738815,0.0,0.09239958971738815,nan,0.0,0.0,-0.00036269743577577174,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer2.6,1,6.379342079162598,6.379342079162598,6.379342079162598,0.0031620673835277557,0.00023410881112795323,0.0029279584996402264,-0.9999999622804131,-7.402678079415637e-07,0.0,0.0031620673835277557,-0.00023410881112795323,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer3.1,256,1.4008301496505737,1.414671540260315,22.63474464416504,0.07130846381187439,0.0,0.07130846381187439,nan,0.0,0.0,5.305040394887328e-05,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer3.2,1,6.335594654083252,6.335594654083252,6.335594654083252,0.0008485233411192894,0.00039135286351665854,0.0012398762628436089,0.9999999836267116,3.320720338706451e-07,1.0,-0.0008485233411192894,-0.00039135286351665854,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer3.5,256,1.1837210655212402,1.1913506984710693,19.06161117553711,0.06716682761907578,0.0,0.06716682761907578,nan,0.0,0.0,7.38968446967192e-05,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer3.6,1,6.094616889953613,6.094616889953613,6.094616889953613,0.0008439917583018541,0.00024238525656983256,0.0010863770730793476,1.0000000315883988,2.0457116534089437e-07,1.0,-0.0008439917583018541,-0.00024238525656983256,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer3.9,256,1.0656105279922485,1.0752960443496704,17.204736709594727,0.05758402869105339,0.0,0.05758402869105339,nan,0.0,0.0,1.4073157217353582e-05,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer3.10,1,7.330081939697266,7.330081939697266,7.330081939697266,0.0008770807180553675,0.00011845312837976962,0.0007586276042275131,-1.0000000321599862,-1.0389295823642897e-07,0.0,0.0008770807180553675,-0.00011845312837976962,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer4.1,512,0.9994320273399353,1.0044282674789429,22.727617263793945,0.03258197009563446,0.0,0.03258197009563446,nan,0.0,0.0,-1.0114781616721302e-06,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer4.2,1,8.279462814331055,8.279462814331055,8.279462814331055,0.0006481434684246778,0.0001102407622965984,0.0007583842379972339,0.9999999902787291,7.145182934209515e-08,1.0,-0.0006481434684246778,-0.0001102407622965984,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer4.5,512,1.0191513299942017,1.022397518157959,23.134214401245117,0.016344290226697922,0.0,0.016344290226697922,nan,0.0,0.0,1.1972862921538763e-05,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer4.6,1,7.911229133605957,7.911229133605957,7.911229133605957,0.0002999322023242712,3.526398359099403e-05,0.0003351961786393076,1.000000005681,1.0576804321260624e-08,1.0,-0.0002999322023242712,-3.526398359099403e-05,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer4.9,512,1.0195282697677612,1.0224037170410156,23.134355545043945,0.010766933672130108,0.0,0.010766933672130108,nan,0.0,0.0,-3.3370324672432616e-06,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer4.10,1,7.961634159088135,7.961634159088135,7.961634159088135,0.0007787321228533983,1.6314181266352534e-05,0.0007950463332235813,1.0000000075339959,1.2704377105876574e-08,1.0,-0.0007787321228533983,-1.6314181266352534e-05,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer5.1,512,1.0495545864105225,1.052053689956665,23.80525779724121,0.011101773008704185,0.0,0.011101773008704185,nan,0.0,0.0,-8.363128472410608e-06,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer5.2,1,6.816347122192383,6.816347122192383,6.816347122192383,1.173466444015503e-05,3.2825821108417585e-05,2.1091156668262556e-05,-0.9999999671389914,-3.851999830217778e-10,0.0,1.173466444015503e-05,-3.2825821108417585e-05,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer5.5,512,1.052223801612854,1.055524230003357,23.883787155151367,0.013757064938545227,0.0,0.013757064938545227,nan,0.0,0.0,-1.4167726476443931e-06,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer5.6,1,6.379709243774414,6.379709243774414,6.379709243774414,0.000565399881452322,3.1045503419591114e-05,0.0005964454030618072,0.9999999684485954,1.7553123399238757e-08,1.0,-0.000565399881452322,-3.1045503419591114e-05,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,bn_gamma,layer5.9,512,0.5553414821624756,0.5643619298934937,12.770052909851074,0.1070658341050148,0.0,0.1070658341050148,nan,0.0,0.0,0.00034217446227557957,0.0,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,layer5.10,1,1.593400239944458,1.593400239944458,1.593400239944458,0.0020930692553520203,0.00029840299976058304,0.0017946662846952677,-1.0000000075188562,-6.245781491998059e-07,0.0,0.0020930692553520203,-0.00029840299976058304,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,classifier.2,1,3.027742624282837,3.027742624282837,3.027742624282837,0.005307500250637531,0.0014167112531140447,0.0038907891139388084,-0.9999999760584127,-7.519195150962332e-06,0.0,0.005307500250637531,-0.0014167112531140447,0.8386954069137573,0.01888890564441681
mid,149,300,mne_l2,0.0001,lambda,classifier.5,1,3.5874826908111572,3.5874826908111572,3.5874826908111572,0.001925067976117134,0.001517029944807291,0.00040803803130984306,-0.9999999667318642,-2.920385668403469e-06,0.0,0.001925067976117134,-0.001517029944807291,0.8386954069137573,0.01888890564441681
late,299,300,mne_l2,0.0001,bn_gamma,layer1.1,64,4.634921550750732,5.1444501876831055,41.155601501464844,0.0236204881221056,0.0,0.0236204881221056,nan,0.0,0.0,-9.876745752990246e-05,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer1.2,1,12.670862197875977,12.670862197875977,12.670862197875977,0.0007128757424652576,0.0012988930102437735,0.0005860172677785158,-1.0000000191159053,-9.259493367608229e-07,0.0,0.0007128757424652576,-0.0012988930102437735,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer1.5,64,2.790323495864868,2.934985399246216,23.479883193969727,0.05828395485877991,0.0,0.05828395485877991,nan,0.0,0.0,-0.0001676120446063578,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer1.6,1,3.060248613357544,3.060248613357544,3.060248613357544,0.004695280455052853,0.00023692242393735796,0.00445835804566741,-0.9999999587532105,-1.1124171805931837e-06,0.0,0.004695280455052853,-0.00023692242393735796,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer2.1,128,2.030628204345703,2.0545270442962646,23.244319915771484,0.06435029953718185,0.0,0.06435029953718185,nan,0.0,0.0,0.00032585946610197425,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer2.2,1,8.59101390838623,8.59101390838623,8.59101390838623,9.771902114152908e-05,0.00042638854938559234,0.0005241075996309519,1.000000012920126,4.16662722102501e-08,1.0,-9.771902114152908e-05,-0.00042638854938559234,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer2.5,128,1.7192672491073608,1.741270899772644,19.700231552124023,0.0774182453751564,0.0,0.0774182453751564,nan,0.0,0.0,-0.00017403377569280565,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer2.6,1,6.390607833862305,6.390607833862305,6.390607833862305,0.0011615126859396696,0.00024133286206051707,0.0009201798238791525,-1.000000011504104,-2.8031118404214794e-07,0.0,0.0011615126859396696,-0.00024133286206051707,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer3.1,256,1.4684021472930908,1.4834996461868286,23.735994338989258,0.06619255244731903,0.0,0.06619255244731903,nan,0.0,0.0,-0.000244171911617741,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer3.2,1,6.496042728424072,6.496042728424072,6.496042728424072,0.0016630645841360092,0.00041145356954075396,0.0012516110436990857,-0.9999999965111059,-6.842738571322116e-07,0.0,0.0016630645841360092,-0.00041145356954075396,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer3.5,256,1.2265549898147583,1.233414888381958,19.734638214111328,0.06640013307332993,0.0,0.06640013307332993,nan,0.0,0.0,-1.1485783034004271e-05,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer3.6,1,6.028214454650879,6.028214454650879,6.028214454650879,0.0019057984463870525,0.0002725297526922077,0.0016332686645910144,-1.0000000164146574,-5.193867878006131e-07,0.0,0.0019057984463870525,-0.0002725297526922077,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer3.9,256,1.0873467922210693,1.096372127532959,17.541954040527344,0.05278925597667694,0.0,0.05278925597667694,nan,0.0,0.0,-5.0853534048656e-05,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer3.10,1,7.064697265625,7.064697265625,7.064697265625,0.00038071779999881983,0.00015002118016127497,0.00023069661983754486,-1.000000012256883,-5.711573436428807e-08,0.0,0.00038071779999881983,-0.00015002118016127497,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer4.1,512,1.0032639503479004,1.0082201957702637,22.813417434692383,0.03491434454917908,0.0,0.03491434454917908,nan,0.0,0.0,-2.7359801606507972e-05,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer4.2,1,8.175052642822266,8.175052642822266,8.175052642822266,0.00010769465006887913,0.00015239873027894646,0.00026009336579591036,1.0000000180984248,1.6412528225373535e-08,1.0,-0.00010769465006887913,-0.00015239873027894646,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer4.5,512,1.0221065282821655,1.0256900787353516,23.208717346191406,0.0183896292001009,0.0,0.0183896292001009,nan,0.0,0.0,-1.593206252437085e-05,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer4.6,1,7.871408939361572,7.871408939361572,7.871408939361572,0.00028763129375874996,4.762315802508965e-05,0.000335254444507882,0.9999999858306255,1.3697910361543109e-08,1.0,-0.00028763129375874996,-4.762315802508965e-05,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer4.9,512,1.024355411529541,1.0272787809371948,23.244665145874023,0.013010170310735703,0.0,0.013010170310735703,nan,0.0,0.0,-1.382369373459369e-05,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer4.10,1,7.878353595733643,7.878353595733643,7.878353595733643,0.0002736913738772273,2.014761594182346e-05,0.00025354375247843564,-0.9999999894451307,-5.514228629266427e-09,0.0,0.0002736913738772273,-2.014761594182346e-05,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer5.1,512,1.058691143989563,1.0612717866897583,24.013839721679688,0.012447638437151909,0.0,0.012447638437151909,nan,0.0,0.0,1.9740500647458248e-06,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer5.2,1,6.544926643371582,6.544926643371582,6.544926643371582,3.509502857923508e-05,4.002820060122758e-05,4.933172021992505e-06,-0.9999999965365967,-1.4047908392100794e-09,0.0,3.509502857923508e-05,-4.002820060122758e-05,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer5.5,512,1.0604743957519531,1.0641717910766602,24.079458236694336,0.012135122902691364,0.0,0.012135122902691364,nan,0.0,0.0,7.457020274159731e-06,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer5.6,1,6.088465213775635,6.088465213775635,6.088465213775635,2.2254884243011475e-05,3.689079312607646e-05,5.9145677369087934e-05,0.99999999102001,8.210003232811403e-10,1.0,-2.2254884243011475e-05,-3.689079312607646e-05,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,bn_gamma,layer5.9,512,0.5570989847183228,0.5655488967895508,12.796910285949707,0.08870100975036621,0.0,0.08870100975036621,nan,0.0,0.0,-0.0008032159530557692,0.0,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,layer5.10,1,1.6469452381134033,1.6469452381134033,1.6469452381134033,0.0010533332824707031,0.0002765699755400419,0.0007767633069306612,-1.000000004954305,-2.9132036161172437e-07,0.0,0.0010533332824707031,-0.0002765699755400419,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,classifier.2,1,3.3525354862213135,3.3525354862213135,3.3525354862213135,0.006283464841544628,0.0010424898937344551,0.007325954735279083,1.0000000142604366,6.550448688358301e-06,1.0,-0.006283464841544628,-0.0010424898937344551,0.6071897149085999,0.01896277815103531
late,299,300,mne_l2,0.0001,lambda,classifier.5,1,4.2418413162231445,4.2418413162231445,4.2418413162231445,0.0027419663965702057,0.0009300144156441092,0.0018119519809260964,-1.0000000103041515,-2.550068302298314e-06,0.0,0.0027419663965702057,-0.0009300144156441092,0.6071897149085999,0.01896277815103531
