method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.488293647766113
weights_only,best_val,gamma_rms,bns.0,1.2308018207550049
weights_only,best_val,gamma_rms,bns.1,1.1700518131256104
weights_only,best_val,gamma_rms,bns.2,1.2643262147903442
weights_only,best_val,gamma_rms,bns.3,1.1323047876358032
weights_only,best_val,gamma_rms,bns.4,1.040155053138733
weights_only,best_val,gamma_rms,bns.5,1.107672095298767
weights_only,best_val,gamma_rms,bns.6,1.0354164838790894
weights_only,best_val,gamma_rms,bns.7,1.0861650705337524
weights_only,best_val,gamma_rms,bns.8,1.0297667980194092
weights_only,best_val,gamma_rms,bns.9,1.0742677450180054
weights_only,best_val,gamma_rms,bns.10,1.0080771446228027
weights_only,best_val,gamma_rms,bns.11,1.0752861499786377
weights_only,best_val,gamma_rms,bns.12,0.9754353165626526
weights_only,best_val,gamma_rms,bns.13,1.050437092781067
weights_only,best_val,gamma_rms,bns.14,0.9882738590240479
weights_only,best_val,gamma_rms,bns.15,1.062361478805542
weights_only,best_val,gamma_rms,bns.16,0.9759271144866943
weights_only,best_val,gamma_rms,bns.17,1.0636436939239502
weights_only,best_val,gamma_rms,bns.18,1.015502691268921
weights_only,best_val,gamma_rms,bns.19,1.0462507009506226
weights_only,best_val,gamma_rms,bns.20,0.9687881469726562
weights_only,best_val,gamma_rms,bns.21,1.0386900901794434
weights_only,best_val,gamma_rms,bns.22,0.9612414836883545
weights_only,best_val,gamma_rms,bns.23,1.0418990850448608
weights_only,best_val,gamma_rms,bns.24,0.9680853486061096
weights_only,best_val,gamma_rms,bns.25,1.0366237163543701
weights_only,best_val,gamma_rms,bns.26,0.9773092269897461
weights_only,best_val,gamma_rms,bns.27,1.029470682144165
weights_only,best_val,gamma_rms,bns.28,0.9519385099411011
weights_only,best_val,gamma_rms,bns.29,1.0270354747772217
weights_only,best_val,gamma_rms,bns.30,0.9401986002922058
weights_only,best_val,gamma_rms,bns.31,1.0322281122207642
weights_only,best_val,gamma_rms,bns.32,0.9639058113098145
weights_only,best_val,gamma_rms,bns.33,1.0302835702896118
weights_only,best_val,gamma_rms,bns.34,0.9536661505699158
weights_only,best_val,gamma_rms,bns.35,1.0295190811157227
weights_only,best_val,gamma_rms,bns.36,0.9648099541664124
weights_only,best_val,gamma_rms,bns.37,1.0262227058410645
weights_only,best_val,gamma_rms,bns.38,0.9426493048667908
weights_only,best_val,gamma_rms,bns.39,1.0238264799118042
weights_only,best_val,gamma_rms,bns.40,0.9494031071662903
weights_only,best_val,gamma_rms,bns.41,1.0230414867401123
weights_only,best_val,gamma_rms,bns.42,0.942131519317627
weights_only,best_val,gamma_rms,bns.43,1.0261890888214111
weights_only,best_val,gamma_rms,bns.44,0.953132688999176
weights_only,best_val,gamma_rms,bns.45,1.025418758392334
weights_only,best_val,gamma_rms,bns.46,0.9576183557510376
weights_only,best_val,gamma_rms,bns.47,1.022655725479126
weights_only,best_val,gamma_rms,bns.48,0.9530961513519287
weights_only,best_val,gamma_rms,bns.49,1.023083209991455
weights_only,best_val,gamma_rms,bns.50,0.9400185942649841
weights_only,best_val,gamma_rms,bns.51,1.0195797681808472
weights_only,best_val,gamma_rms,bns.52,0.9654275178909302
weights_only,best_val,gamma_rms,bns.53,1.0263601541519165
weights_only,best_val,gamma_rms,bns.54,0.9521124362945557
weights_only,best_val,gamma_rms,bns.55,1.018251657485962
weights_only,best_val,gamma_rms,bns.56,0.9423959255218506
weights_only,best_val,gamma_rms,bns.57,1.0200144052505493
weights_only,best_val,gamma_rms,bns.58,0.944644570350647
weights_only,best_val,gamma_rms,bns.59,1.3588937520980835
weights_only,best_val,lambda,ifs.0,7.811215877532959
weights_only,best_val,lambda,ifs.1,7.803996562957764
weights_only,best_val,lambda,ifs.2,7.8536376953125
weights_only,best_val,lambda,ifs.3,7.848146438598633
weights_only,best_val,lambda,ifs.4,7.824173450469971
weights_only,best_val,lambda,ifs.5,7.884394645690918
weights_only,best_val,lambda,ifs.6,7.961309432983398
weights_only,best_val,lambda,ifs.7,7.907047748565674
weights_only,best_val,lambda,ifs.8,7.972368240356445
weights_only,best_val,lambda,ifs.9,7.921360969543457
weights_only,best_val,lambda,ifs.10,7.967938423156738
weights_only,best_val,lambda,ifs.11,7.9205322265625
weights_only,best_val,lambda,ifs.12,7.9633073806762695
weights_only,best_val,lambda,ifs.13,7.947798728942871
weights_only,best_val,lambda,ifs.14,8.01630687713623
weights_only,best_val,lambda,ifs.15,7.935831069946289
weights_only,best_val,lambda,ifs.16,7.9922356605529785
weights_only,best_val,lambda,ifs.17,7.933797359466553
weights_only,best_val,lambda,ifs.18,8.06881046295166
weights_only,best_val,lambda,ifs.19,7.952923774719238
weights_only,best_val,lambda,ifs.20,7.996951580047607
weights_only,best_val,lambda,ifs.21,7.960147857666016
weights_only,best_val,lambda,ifs.22,8.014479637145996
weights_only,best_val,lambda,ifs.23,7.95657205581665
weights_only,best_val,lambda,ifs.24,8.029047966003418
weights_only,best_val,lambda,ifs.25,7.962289810180664
weights_only,best_val,lambda,ifs.26,7.986898422241211
weights_only,best_val,lambda,ifs.27,7.9695868492126465
weights_only,best_val,lambda,ifs.28,8.039566040039062
weights_only,best_val,lambda,ifs.29,7.972167491912842
weights_only,best_val,lambda,ifs.30,8.032364845275879
weights_only,best_val,lambda,ifs.31,7.967136859893799
weights_only,best_val,lambda,ifs.32,8.03016185760498
weights_only,best_val,lambda,ifs.33,7.968620777130127
weights_only,best_val,lambda,ifs.34,8.040042877197266
weights_only,best_val,lambda,ifs.35,7.969846725463867
weights_only,best_val,lambda,ifs.36,8.047844886779785
weights_only,best_val,lambda,ifs.37,7.973679542541504
weights_only,best_val,lambda,ifs.38,8.049881935119629
weights_only,best_val,lambda,ifs.39,7.975833892822266
weights_only,best_val,lambda,ifs.40,8.066232681274414
weights_only,best_val,lambda,ifs.41,7.976202011108398
weights_only,best_val,lambda,ifs.42,8.052017211914062
weights_only,best_val,lambda,ifs.43,7.973134994506836
weights_only,best_val,lambda,ifs.44,8.042012214660645
weights_only,best_val,lambda,ifs.45,7.974264144897461
weights_only,best_val,lambda,ifs.46,8.05059814453125
weights_only,best_val,lambda,ifs.47,7.976628303527832
weights_only,best_val,lambda,ifs.48,8.042805671691895
weights_only,best_val,lambda,ifs.49,7.976266384124756
weights_only,best_val,lambda,ifs.50,8.040918350219727
weights_only,best_val,lambda,ifs.51,7.980165481567383
weights_only,best_val,lambda,ifs.52,8.06694507598877
weights_only,best_val,lambda,ifs.53,7.9729461669921875
weights_only,best_val,lambda,ifs.54,8.048259735107422
weights_only,best_val,lambda,ifs.55,7.981102466583252
weights_only,best_val,lambda,ifs.56,8.046050071716309
weights_only,best_val,lambda,ifs.57,7.979710102081299
weights_only,best_val,lambda,ifs.58,8.07959270477295
weights_only,best_val,lambda,ifs.59,7.893625259399414
weights_only,final,lambda,input_if,7.488293647766113
weights_only,final,gamma_rms,bns.0,1.2308018207550049
weights_only,final,gamma_rms,bns.1,1.1700518131256104
weights_only,final,gamma_rms,bns.2,1.2643262147903442
weights_only,final,gamma_rms,bns.3,1.1323047876358032
weights_only,final,gamma_rms,bns.4,1.040155053138733
weights_only,final,gamma_rms,bns.5,1.107672095298767
weights_only,final,gamma_rms,bns.6,1.0354164838790894
weights_only,final,gamma_rms,bns.7,1.0861650705337524
weights_only,final,gamma_rms,bns.8,1.0297667980194092
weights_only,final,gamma_rms,bns.9,1.0742677450180054
weights_only,final,gamma_rms,bns.10,1.0080771446228027
weights_only,final,gamma_rms,bns.11,1.0752861499786377
