method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,88.972,87.22,86.56,1.7519999999999953,61,7.969475746154785,7.488293647766113,8.07959270477295,1.02230966091156,1.0264256000518799,1.0084030628204346,83.32,0.0,34.39333333333334,0.09865765724632404,48.926666666666655,30
weights_only,final,88.972,87.22,86.56,1.7519999999999953,61,7.969475746154785,7.488293647766113,8.07959270477295,1.02230966091156,1.0264256000518799,1.0084030628204346,83.32,0.0,34.39333333333334,0.09865765724632404,48.926666666666655,30
all_parameters,best_val,88.684,87.19,86.53,1.4939999999999998,61,6.847041130065918,6.361913681030273,6.9990234375,0.8794605731964111,0.8842405080795288,0.8687146902084351,81.55,0.0,42.45333333333334,0.22030282189144348,39.09666666666666,30
all_parameters,final,88.684,87.19,86.53,1.4939999999999998,61,6.847041130065918,6.361913681030273,6.9990234375,0.8794605731964111,0.8842405080795288,0.8687146902084351,81.55,0.0,42.45333333333334,0.22030282189144348,39.09666666666666,30
