L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,73.520000,64.980000,56.250000,46.730000,38.290000,31.110000,25.090000,21.130000,18.100000,15.820000,14.520000,13.360000,12.790000,12.170000,11.870000,11.600000,11.230000
