L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,82.010000,81.920000,81.370000,80.930000,80.530000,79.370000,77.380000,76.480000,75.130000,73.170000,71.010000
