L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,98.470000,98.400000,98.450000,98.400000,98.270000,98.280000,98.160000,97.910000,97.690000,97.710000,97.400000
