block,has_shortcut_conv,kappa_res_mean,kappa_sc_mean,phi_res_mean,phi_sc_mean,cov_mean,frac_phi_neg_res,frac_phi_neg_sc,delta_u_rms_mean
conv2_x.0,0,0.9915525317192078,1.0083465576171875,0.03576109558343887,0.00999456923455,0.000804428244009614,0.0,0.0,0.1887178122997284
conv2_x.1,0,0.43192070722579956,1.5679224729537964,0.005890280473977327,0.01000477746129036,3.7276389775797725e-05,0.0,0.0,0.12145348638296127
conv3_x.0,1,1.0580044984817505,0.9418612718582153,0.011370614171028137,0.014230175875127316,0.0002973898663185537,0.0,0.0,0.1527823507785797
conv3_x.1,0,0.5879135131835938,1.4119453430175781,0.007125197444111109,0.010006116703152657,1.8032375010079704e-05,0.0,0.0,0.12750747799873352
conv4_x.0,1,1.4181199073791504,0.581641674041748,0.006872349884361029,0.002871265634894371,8.329526463057846e-05,0.0,0.0,0.09813131392002106
conv4_x.1,0,0.738465428352356,1.2614085674285889,0.009512837044894695,0.0100017711520195,8.713461284060031e-06,0.0,0.0,0.1360713392496109
conv5_x.0,1,0.9583779573440552,1.041534185409546,0.012089281342923641,0.012880347669124603,0.000416856404626742,0.0,0.0,0.158743217587471
conv5_x.1,0,0.04273431748151779,1.9570696353912354,0.00021887780167162418,0.009991133585572243,3.090973768848926e-05,0.0,0.0,0.10133524239063263
