L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,98.540000,98.030000,96.960000,96.160000,94.890000,93.130000,91.290000,89.650000,86.540000,83.460000,80.100000
