L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,84.620000,83.070000,78.610000,71.660000,59.590000,46.130000,33.630000,26.100000,20.510000,17.670000,16.650000,15.220000,14.110000
