method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,92.014,88.41,88.12,3.603999999999999,10,7.765629768371582,7.538047790527344,7.887656211853027,1.1220703125,1.1245310306549072,1.1090402603149414,85.12,0.0,33.27,0.1587450786638734,51.85,24
weights_only,final,92.354,88.13,88.28,4.224000000000004,10,7.761275291442871,7.530417442321777,7.885644912719727,1.124605655670166,1.1271367073059082,1.110973596572876,85.22,0.0,33.73666666666667,0.2112660250332081,51.48333333333333,24
all_parameters,best_val,92.178,88.89,88.41,3.2879999999999967,10,6.653057098388672,6.438478469848633,6.7732415199279785,0.9816393256187439,0.9849058985710144,0.9617894291877747,84.83,0.0,35.443333333333335,0.2196208854670565,49.38666666666666,29
all_parameters,final,92.142,88.63,88.22,3.5120000000000005,10,6.652829647064209,6.438197612762451,6.773054599761963,0.9816442131996155,0.9849116206169128,0.9617514610290527,84.94,0.0,35.876666666666665,0.18502252115170786,49.06333333333333,29
