method,epoch,lr,train_ce,train_objective,train_online_acc,val_ce,val_acc,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median
weights_only,1,0.01,0.7069344972419739,0.7694732697105408,74.082,0.4874848505020142,82.41,10,7.9856133460998535,7.97194766998291,7.994151592254639,1.013845443725586,1.0142015218734741,1.0137726068496704
weights_only,2,0.009972609476841367,0.45419430173873904,0.5167268327522277,83.214,0.4270967147827148,84.2,10,7.97088098526001,7.939779281616211,7.98885440826416,1.0214567184448242,1.0220129489898682,1.0191062688827515
weights_only,3,0.009890738003669028,0.4087712529420853,0.4708951048755646,85.128,0.39253230848312376,85.68,10,7.955792427062988,7.910921573638916,7.98171854019165,1.0287725925445557,1.029466986656189,1.0270659923553467
weights_only,4,0.009755282581475769,0.3770182339477539,0.4386526059150696,86.184,0.3826138360023498,85.74,10,7.9417219161987305,7.88043212890625,7.975515842437744,1.0353838205337524,1.0362379550933838,1.0318095684051514
weights_only,5,0.009567727288213004,0.3575485937690735,0.41867336638450625,86.912,0.3885242219924927,85.92,10,7.9275102615356445,7.8504204750061035,7.9693403244018555,1.0416713953018188,1.0426506996154785,1.0412453413009644
weights_only,6,0.009330127018922194,0.3429627111148834,0.40358725036621096,87.304,0.3806819770812988,86.05,10,7.914067268371582,7.824926853179932,7.961843013763428,1.0477346181869507,1.0488371849060059,1.0463240146636963
weights_only,7,0.009045084971874737,0.3261385602378845,0.3862828136730194,87.964,0.35504594078063967,87.15,10,7.901127815246582,7.798856258392334,7.955601215362549,1.0536035299301147,1.0548290014266968,1.04755699634552
weights_only,8,0.00871572412738697,0.31203189851760865,0.37169966203689575,88.562,0.3669922420501709,86.43,10,7.888558387756348,7.775835990905762,7.948985576629639,1.0598969459533691,1.0612303018569946,1.0553537607192993
weights_only,9,0.008345653031794291,0.305250430059433,0.3644418202972412,88.7,0.34973608989715577,87.17,10,7.875555515289307,7.750096321105957,7.941953659057617,1.0659079551696777,1.067344069480896,1.0625312328338623
weights_only,10,0.007938926261462365,0.29689236453533174,0.35564606917381286,88.852,0.3359209998130798,87.4,10,7.863427639007568,7.726396560668945,7.9354472160339355,1.0716673135757446,1.0732039213180542,1.0687505006790161
weights_only,11,0.007499999999999999,0.2877931307172775,0.3461557159519196,89.318,0.34152066078186033,87.52,10,7.852326393127441,7.7053751945495605,7.929869174957275,1.0770317316055298,1.078655481338501,1.0738717317581177
weights_only,12,0.007033683215379001,0.2774701343345642,0.3354317716789246,89.624,0.3533124335289001,86.89,10,7.8414812088012695,7.6842041015625,7.924736499786377,1.082331657409668,1.0840375423431396,1.0770642757415771
weights_only,13,0.0065450849718747366,0.27210502332687375,0.3296834629821777,89.9,0.33018607816696166,87.79,10,7.83089542388916,7.662301063537598,7.919070720672607,1.0874629020690918,1.089250922203064,1.0820060968399048
weights_only,14,0.006039558454088796,0.26374991277694704,0.3209520634269714,90.224,0.33427120723724363,87.58,10,7.821390628814697,7.642419815063477,7.91449499130249,1.0923479795455933,1.094214677810669,1.0853562355041504
weights_only,15,0.0055226423163382676,0.2576994800376892,0.31457297459602357,90.48,0.32621407432556154,87.87,10,7.8126935958862305,7.626336097717285,7.910375595092773,1.0968976020812988,1.0988190174102783,1.088121771812439
weights_only,16,0.005000000000000001,0.254460736246109,0.31102462158203126,90.624,0.3315656517028809,87.88,10,7.804177284240723,7.610925197601318,7.9063944816589355,1.1012649536132812,1.1032733917236328,1.0926625728607178
weights_only,17,0.0044773576836617335,0.24375938354969023,0.3000464688587189,91.008,0.33535992851257324,87.78,10,7.796938419342041,7.596578598022461,7.903003215789795,1.1051443815231323,1.1072418689727783,1.097947597503662
weights_only,18,0.003960441545911203,0.24245164714813233,0.2984820279502869,91.034,0.3258319972991943,87.93,10,7.7902512550354,7.583932399749756,7.8996477127075195,1.1085952520370483,1.110775351524353,1.098768949508667
weights_only,19,0.003454915028125263,0.23581107076644897,0.2916092007923126,91.284,0.32903357696533203,87.89,10,7.7843732833862305,7.572798728942871,7.896724224090576,1.1118558645248413,1.1141037940979004,1.1004506349563599
weights_only,20,0.0029663167846209998,0.23539704177856446,0.29099379040718076,91.248,0.32467694988250734,88.24,10,7.778916835784912,7.56233549118042,7.893783092498779,1.1147040128707886,1.1170049905776978,1.1049340963363647
weights_only,21,0.002500000000000001,0.22714447479724884,0.28256448246955873,91.644,0.3219956437110901,88.33,10,7.7745680809021,7.554528713226318,7.89169454574585,1.1171156167984009,1.1194695234298706,1.1069508790969849
weights_only,22,0.0020610737385376348,0.22454644809246063,0.27981528772354125,91.728,0.32467103881835935,88.35,10,7.770822048187256,7.547095775604248,7.890082836151123,1.1191105842590332,1.1215099096298218,1.1071279048919678
weights_only,23,0.0016543469682057104,0.22013055448532104,0.275272365732193,91.768,0.3244280372619629,88.29,10,7.767971992492676,7.542413234710693,7.888749599456787,1.1207596063613892,1.1231952905654907,1.1077321767807007
