L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,51.660000,38.850000,24.000000,13.770000,8.480000,5.520000,3.940000,3.150000,2.710000,2.250000,1.980000,1.810000,1.660000
