L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,96.870000,96.840000,96.760000,96.930000,96.810000,96.660000,96.700000,96.660000,96.560000,96.560000,96.600000
