L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,90.450000,90.180000,85.760000,65.410000,23.910000,11.790000,10.100000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000
