L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,16,98.350000,97.700000,97.680000,97.760000,97.810000,97.660000,97.740000,97.420000,97.050000,96.920000,96.480000,96.240000,95.700000,95.350000,94.960000,94.420000,93.910000,93.470000,92.800000,92.250000,91.910000,91.030000,90.920000,90.060000,89.670000,88.740000,88.230000,87.540000,87.060000,86.330000,86.170000,85.480000,84.540000,84.160000,83.150000,82.940000,82.670000,81.570000,81.010000,80.450000,79.530000,79.150000,79.140000,78.250000,77.200000,76.880000,76.500000,76.020000,75.050000,74.520000,74.140000
