name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,7.566771507263184,8.182649612426758,1.0,29.267086029052734,31.73059844970703,29.267086029052734,3.000000476837158
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,1.3367900848388672,6.41005277633667,1.0,4.347160339355469,24.64021110534668,4.347160339355469,3.000000476837158
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.6811676621437073,2.093343496322632,1.0,1.724670648574829,7.373373985290527,1.724670648574829,3.000000476837158
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.5395952463150024,1.0491875410079956,1.0,1.1583811044692993,3.1967501640319824,1.1583811044692993,3.000000476837158
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.2508374452590942,4.694412708282471,1.0,4.003349781036377,17.777650833129883,4.003349781036377,3.000000476837158
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.5114156007766724,0.5114156007766724,1.0,1.0456624031066895,1.0456624031066895,1.0456624031066895,3.000000476837158
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.5292606949806213,1.0915324687957764,1.0,1.117042899131775,3.3661298751831055,1.117042899131775,3.000000476837158
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.5138456225395203,0.6708653569221497,1.0,1.055382490158081,1.6834614276885986,1.055382490158081,3.000000476837158
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.5114440321922302,0.5150550603866577,1.0,1.045776128768921,1.0602202415466309,1.045776128768921,3.000000476837158
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,0.6126905679702759,1.4352807998657227,1.0,1.4507622718811035,4.741123199462891,1.4507622718811035,3.000000476837158
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.5114156007766724,0.5114156007766724,1.0,1.0456624031066895,1.0456624031066895,1.0456624031066895,3.000000476837158
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.5252882242202759,0.9343135952949524,1.0,1.1011528968811035,2.7372543811798096,1.1011528968811035,3.000000476837158
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.5114156007766724,0.5114156007766724,1.0,1.0456624031066895,1.0456624031066895,1.0456624031066895,3.000000476837158
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.5135036706924438,0.6273524165153503,1.0,1.0540145635604858,1.5094096660614014,1.0540145635604858,3.000000476837158
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,0.7997832298278809,1.8095383644104004,1.0,2.1991329193115234,6.238153457641602,2.1991329193115234,3.000000476837158
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.5117803812026978,0.614175021648407,1.0,1.0471217632293701,1.456700086593628,1.0471217632293701,3.000000476837158
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.1699678897857666,2.3717877864837646,1.0,3.679871082305908,8.487151145935059,3.679871082305908,3.000000476837158
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.5114315748214722,0.5196058750152588,1.0,1.0457264184951782,1.0784235000610352,1.0457264184951782,3.000000476837158
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.7805846929550171,1.298801302909851,1.0,2.1223387718200684,4.195205211639404,2.1223387718200684,3.000000476837158
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,1.7782189846038818,2.6187703609466553,1.0,6.112875938415527,9.475081443786621,6.112875938415527,3.000000476837158
fc,classifier_head,True,False,51200,100,,,nan,nan,nan,1.0,1.0,1.0,1.0
