method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.741119861602783
weights_only,best_val,gamma_rms,bns.0,1.3409518003463745
weights_only,best_val,gamma_rms,bns.1,1.1140265464782715
weights_only,best_val,gamma_rms,bns.2,1.2007638216018677
weights_only,best_val,gamma_rms,bns.3,1.1221050024032593
weights_only,best_val,gamma_rms,bns.4,1.047051191329956
weights_only,best_val,gamma_rms,bns.5,1.0767451524734497
weights_only,best_val,gamma_rms,bns.6,1.0137157440185547
weights_only,best_val,gamma_rms,bns.7,1.0591354370117188
weights_only,best_val,gamma_rms,bns.8,1.0173293352127075
weights_only,best_val,gamma_rms,bns.9,1.0662771463394165
weights_only,best_val,gamma_rms,bns.10,1.0395197868347168
weights_only,best_val,gamma_rms,bns.11,1.0640803575515747
weights_only,best_val,gamma_rms,bns.12,0.9796375632286072
weights_only,best_val,gamma_rms,bns.13,1.041715383529663
weights_only,best_val,gamma_rms,bns.14,0.9715580940246582
weights_only,best_val,gamma_rms,bns.15,1.037680745124817
weights_only,best_val,gamma_rms,bns.16,0.9738630056381226
weights_only,best_val,gamma_rms,bns.17,1.0369212627410889
weights_only,best_val,gamma_rms,bns.18,0.9973480105400085
weights_only,best_val,gamma_rms,bns.19,1.0336649417877197
weights_only,best_val,gamma_rms,bns.20,0.9825155138969421
weights_only,best_val,gamma_rms,bns.21,1.0224754810333252
weights_only,best_val,gamma_rms,bns.22,0.9776932597160339
weights_only,best_val,gamma_rms,bns.23,1.0293484926223755
weights_only,best_val,gamma_rms,bns.24,0.9870513677597046
weights_only,best_val,gamma_rms,bns.25,1.0260571241378784
weights_only,best_val,gamma_rms,bns.26,1.0003308057785034
weights_only,best_val,gamma_rms,bns.27,1.0200278759002686
weights_only,best_val,gamma_rms,bns.28,0.9560942053794861
weights_only,best_val,gamma_rms,bns.29,1.0163394212722778
weights_only,best_val,gamma_rms,bns.30,0.9792152047157288
weights_only,best_val,gamma_rms,bns.31,1.0285696983337402
weights_only,best_val,gamma_rms,bns.32,0.9757993817329407
weights_only,best_val,gamma_rms,bns.33,1.0229716300964355
weights_only,best_val,gamma_rms,bns.34,0.9724317193031311
weights_only,best_val,gamma_rms,bns.35,1.0247396230697632
weights_only,best_val,gamma_rms,bns.36,0.9596840739250183
