method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,84.76,83.98,83.15,0.7800000000000011,201,7.9979729652404785,7.741119861602783,8.08122730255127,0.9992921352386475,1.0014660358428955,0.9952424764633179,80.38,0.0,34.86000000000001,0.37509998667022104,45.51999999999999,29
all_parameters,best_val,85.794,85.36,83.94,0.4339999999999975,201,6.872178554534912,6.551477909088135,6.952596664428711,0.8593041300773621,0.8617140650749207,0.8548738360404968,76.09,0.0,31.126666666666665,0.030550504633038284,44.96333333333334,30
