L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,16,74.720000,66.790000,47.490000,37.500000,33.540000,31.720000,30.810000,29.910000,29.950000,29.520000,29.160000,29.210000,29.030000,28.650000,28.740000,28.370000,28.610000,28.500000,28.510000,28.320000,28.200000,28.090000,28.400000,28.000000,28.140000,27.910000,27.970000,27.880000,27.850000,27.340000,27.490000,27.470000,27.720000,27.720000,27.210000,27.100000,26.960000,26.940000,26.560000,26.440000,26.500000,26.400000,26.330000,25.750000,25.880000,25.940000,25.190000,25.360000,25.000000,25.200000,24.840000
