L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,73.830000,65.360000,55.160000,44.930000,36.120000,29.110000,23.430000,19.440000,16.580000,14.880000,13.300000,12.430000,11.650000,11.160000,10.850000,10.730000,10.450000
