site,method,method_label,sigma,n,acc_mean,acc_std
both,old_detach,MNE-L2,0,1,81.740000,0.000000
both,old_detach,MNE-L2,0.25,1,76.040000,0.000000
both,old_detach,MNE-L2,0.5,1,37.703333,0.000000
both,old_detach,MNE-L2,1,1,21.253333,0.000000
post_input_if,old_detach,MNE-L2,0,1,81.740000,0.000000
post_input_if,old_detach,MNE-L2,0.25,1,80.986667,0.000000
post_input_if,old_detach,MNE-L2,0.5,1,70.626667,0.000000
post_input_if,old_detach,MNE-L2,1,1,47.223333,0.000000
