L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,84.820000,82.480000,76.380000,66.490000,53.450000,39.600000,28.850000,23.170000,19.150000,17.810000,16.450000,15.990000,15.300000
