L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,88.330000,87.990000,84.590000,77.160000,64.960000,49.700000,37.180000,30.500000,25.690000,22.100000,19.410000,17.160000,15.660000
