block,has_shortcut_conv,kappa_res_mean,kappa_sc_mean,phi_res_mean,phi_sc_mean,cov_mean,frac_phi_neg_res,frac_phi_neg_sc,delta_u_rms_mean
conv2_x.0,0,1.8104021549224854,0.18957895040512085,0.35353565216064453,0.010153181850910187,0.0001559517695568502,0.0,0.0,0.531116783618927
conv2_x.1,0,0.5784100294113159,1.4214478731155396,0.004926723428070545,0.010005956515669823,1.650577587497537e-06,0.0,0.0,0.12125980854034424
conv3_x.0,1,1.4327820539474487,0.4421582520008087,0.027260571718215942,0.007770301308482885,1.4783264305151533e-05,0.0,0.0,0.17709115147590637
conv3_x.1,0,0.0835256576538086,1.9162827730178833,0.0004543843970168382,0.010004538111388683,-9.149627544502437e-07,0.0078125,0.0,0.10224345326423645
conv4_x.0,1,1.530395746231079,0.46929624676704407,0.005401947535574436,0.0017075682990252972,4.1422740650887135e-06,0.0,0.0,0.08348632603883743
conv4_x.1,0,0.43884435296058655,1.5609995126724243,0.0031670883763581514,0.010000340640544891,-7.47263993616798e-06,0.0,0.0,0.1143195778131485
conv5_x.0,1,0.9384644627571106,1.0267462730407715,0.012633605860173702,0.013354467228055,-1.3394041161518544e-05,0.0,0.0,0.15362869203090668
conv5_x.1,0,0.20060205459594727,1.7992174625396729,0.00113705825060606,0.009976593777537346,-1.0542678410274675e-06,0.001953125,0.0,0.10537991672754288
