name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,2.8075592517852783,7.629828929901123,0.890625,1.0,1.0,10.239227294921875,1.0
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,1.38096022605896,6.558264255523682,0.84375,1.0,1.0,4.537878036499023,1.0
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.6040329933166504,2.316504716873169,0.265625,1.0,1.0,1.483560562133789,1.0
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.6168743968009949,1.7266407012939453,0.3125,1.0,1.0,1.531120777130127,1.0
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.814967155456543,7.629828929901123,0.75,1.0,1.0,6.283004283905029,1.0
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.6125450134277344,1.2668685913085938,0.6640625,1.0,1.0,1.4801595211029053,1.0
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.7256671786308289,2.16318941116333,0.703125,1.0,1.0,1.928684949874878,1.0
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.8998619318008423,2.6033475399017334,0.7578125,1.0,1.0,2.6211915016174316,1.0
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.4768643081188202,0.4768643081188202,0.0,1.0,1.0,1.0,1.0
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,1.5217652320861816,4.257772922515869,0.859375,1.0,1.0,5.099352836608887,1.0
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.4768643081188202,0.4768643081188202,0.0,1.0,1.0,1.0,1.0
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.5691754817962646,0.9414463043212891,0.62109375,1.0,1.0,1.3081125020980835,1.0
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.4794046878814697,0.8840686678886414,0.01171875,1.0,1.0,1.0087724924087524,1.0
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.4768643081188202,0.4768643081188202,0.0,1.0,1.0,1.0,1.0
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,3.448371410369873,7.629828929901123,0.9609375,1.0,1.0,12.796921730041504,1.0
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.8315606117248535,1.3244925737380981,0.98828125,1.0,1.0,2.3271515369415283,1.0
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.5532169342041016,3.202853202819824,0.998046875,1.0,1.0,5.213048458099365,1.0
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,3.200018882751465,6.242609977722168,1.0,1.0,1.0,11.80007553100586,1.0
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.4768643081188202,0.4768643081188202,0.0,1.0,1.0,1.0,1.0
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,0.6527848243713379,7.573291301727295,0.150390625,1.0,1.0,1.688860297203064,1.0
fc,classifier_head,True,False,5120,10,,,nan,nan,nan,1.0,1.0,1.0,1.0
