dataset,model,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,87.460000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,69.110000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,87.320000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,64.850000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,86.760000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,48.390000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,43,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,87.030000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed43_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_43/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fashion_mnist,cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,43,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,63.590000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_old_detach_rc0p0001_seed43_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/old_detach/rc0p0001/seed_43/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fashion_mnist,cnn2_c8_c16,l2,l2_wd0p0005,weight_decay,none,0.0005,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,88.210000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_l2_rcnone_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/l2/rcnone/seed_40/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,cnn2_c8_c16,l2,l2_wd0p0005,weight_decay,none,0.0005,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,56.300000,fashion_mnist-checkpoints/cnn2_c8_c16_L[16]_fashion_spectral_mne_cnn2_c8_c16_l2_rcnone_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_three_methods_c8c16_c16c32_ep30_4seed_mps/cnn2_c8_c16/l2/rcnone/seed_40/noise_sweep_matrix_fashion_mnist_cnn2_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
