L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,82.190000,79.820000,65.920000,53.320000,41.250000,32.110000,25.980000,21.690000,18.200000,16.050000,14.540000,13.340000,12.860000
