L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,87.580000,86.630000,82.820000,77.130000,67.620000,59.550000,51.290000,43.530000,37.860000,33.370000,30.150000,26.750000,25.060000
