dataset,model,method,method_label,seed,L,T,site,sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0,0,20302801,79.570000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,0,20302901,76.270000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,1,20302902,75.920000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,2,20302903,76.160000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,0,20303001,67.300000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,1,20303002,67.440000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,2,20303003,67.080000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,0,20303101,59.380000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,1,20303102,59.610000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.75,2,20303103,60.240000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,0,20303201,50.960000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,1,20303202,51.610000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,2,20303203,51.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0,0,20302801,78.540000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,0,20302901,73.840000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,1,20302902,73.300000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.25,2,20302903,73.920000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.5,0,20303001,65.620000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.5,1,20303002,65.970000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn8,manual_l2_all,Manual L2 (all params),42,16,16,post_input_if,0.5,2,20303003,66.450000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn8_L[16]_fashion_spectral_mne_cnn8_manual_l2_all_rc0p00025_seed42_ep30_L16_trainT0.pth
