model,method,method_label,regularizer,reg_coeff,clean_sigma,clean_acc_mean,clean_acc_std,end_sigma,end_acc_mean,end_acc_std,absolute_drop,relative_retention
cnn2_c8_c16,effective_l2,effective_l2_rc0p0001,effective_l2,0p0001,0,87.380000,0.000000,1,64.160000,0.000000,23.220000,0.734264
cnn2_c8_c16,l2_sp,l2_sp_rc0p01,l2_sp,0p01,0,87.110000,0.000000,1,70.730000,0.000000,16.380000,0.811962
cnn2_c8_c16,stable_fanin_mean,stable_fanin_mean_rc0p0001,stable_mne_l2,0p0001,0,86.800000,0.000000,1,70.880000,0.000000,15.920000,0.816590
cnn2_c8_c16,threshold_l2,threshold_l2_rc0p0001,threshold_l2,0p0001,0,87.490000,0.000000,1,65.740000,0.000000,21.750000,0.751400
