L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,80.190000,80.280000,80.190000,79.920000,79.930000,79.910000,80.120000,79.640000,79.830000,79.640000,79.420000
