method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.599305152893066
weights_only,best_val,gamma_rms,bns.0,1.1852411031723022
weights_only,best_val,gamma_rms,bns.1,1.1273764371871948
weights_only,best_val,gamma_rms,bns.2,1.1716734170913696
weights_only,best_val,gamma_rms,bns.3,1.126939296722412
weights_only,best_val,gamma_rms,bns.4,1.0411287546157837
weights_only,best_val,gamma_rms,bns.5,1.0980486869812012
weights_only,best_val,gamma_rms,bns.6,1.032104730606079
weights_only,best_val,gamma_rms,bns.7,1.0753014087677002
weights_only,best_val,gamma_rms,bns.8,0.9790582060813904
weights_only,best_val,gamma_rms,bns.9,1.068116545677185
weights_only,best_val,gamma_rms,bns.10,0.9947431087493896
weights_only,best_val,gamma_rms,bns.11,1.05460786819458
weights_only,best_val,gamma_rms,bns.12,0.9753124117851257
weights_only,best_val,gamma_rms,bns.13,1.0412949323654175
weights_only,best_val,gamma_rms,bns.14,0.9795545339584351
weights_only,best_val,gamma_rms,bns.15,1.045937418937683
weights_only,best_val,gamma_rms,bns.16,0.9778617024421692
weights_only,best_val,gamma_rms,bns.17,1.0313575267791748
weights_only,best_val,gamma_rms,bns.18,0.9711218476295471
weights_only,best_val,gamma_rms,bns.19,1.0362731218338013
weights_only,best_val,gamma_rms,bns.20,0.985884964466095
weights_only,best_val,gamma_rms,bns.21,1.0349210500717163
weights_only,best_val,gamma_rms,bns.22,0.9673028588294983
weights_only,best_val,gamma_rms,bns.23,1.039275050163269
weights_only,best_val,gamma_rms,bns.24,0.9844536185264587
weights_only,best_val,gamma_rms,bns.25,1.0324357748031616
weights_only,best_val,gamma_rms,bns.26,0.9779896140098572
weights_only,best_val,gamma_rms,bns.27,1.0260051488876343
weights_only,best_val,gamma_rms,bns.28,0.9555779099464417
weights_only,best_val,gamma_rms,bns.29,1.0266516208648682
weights_only,best_val,gamma_rms,bns.30,0.9746807813644409
weights_only,best_val,gamma_rms,bns.31,1.0294194221496582
weights_only,best_val,gamma_rms,bns.32,0.9788577556610107
