method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,87.604,86.64,86.09,0.9639999999999986,121,7.993561744689941,7.599305152893066,8.08856201171875,1.001409649848938,1.0035449266433716,0.9949145317077637,80.5,0.0,40.07,0.13114877048603937,40.43,29
all_parameters,best_val,87.424,86.44,85.22,0.9840000000000089,121,6.895458221435547,6.540205955505371,6.982051849365234,0.8633354306221008,0.8657171726226807,0.8604570627212524,82.79,0.0,23.91,0.3304542328371662,58.88000000000001,23
