L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,58.070000,58.020000,54.100000,38.850000,14.860000,3.860000,1.520000,1.180000,1.060000,1.130000,1.110000,1.120000,1.200000,1.100000,1.170000,1.210000,1.190000,1.310000,1.100000,1.230000,1.100000
