L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,94.140000,94.120000,94.140000,94.090000,93.940000,94.160000,93.770000,93.840000,93.870000,93.890000,93.870000
