L,Mode,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32
2,normal,1.2312829494476318,0.5876211524009705,0.5249993801116943,0.5242233872413635,1.6821683645248413,0.9798831343650818,0.9621802568435669,1.6776363849639893,2.182849407196045,6.614234447479248,18.60183334350586,127.63229370117188,388.6267395019531,1627.9796142578125,639.8237915039062,1532.72168,26408.69531,36407.22266,39539.33594,1160034.25,10273804288,72272535552,5828951040,31115243520,1925023232,77067239424,13728559104,8323076096,63179202560,5.09689E+11,2.73682E+12,945759046336512.0
4,normal,4.003098011016846,1.747937560081482,1.1153578758239746,1.1308784484863281,1.6383265256881714,1.555495262145996,8.037352561950684,2.339744806289673,3.9876902103424072,249.05812072753906,169.12330627441406,38.63892746,1080.801758,284.9125061035156,664234.125,1084802.875,5048792,3375696.5,49104012,50555972,1711739776,955100288,1593546624,1311550464,386128704,9.64265E+12,164564893171712.0,550839808,1.4564262018023424e+16,2.86035E+11,411588494360576.0,2.776184224963625e+17
8,normal,15.342443466186523,6.932918548583984,5.187246799468994,7.688922882080078,7.888340473175049,6.845156192779541,13.038909912109375,17.78759002685547,39.00528335571289,894.3886108398438,243.48707580566406,458.3885192871094,3866.97998,15493.97852,220099.4375,5277454.5,2231339.25,23855006,239915984,417385408,792103104,3.35669E+11,5.80724E+11,2.72776E+12,4.1428E+12,6.41336E+13,155924727595008.0,847817484533760.0,1.8933366892003328e+17,9137911215685632.0,413868652232704.0,6.641381459644908e+17
16,normal,785.1341552734375,349.3451843261719,537.9621582,269.4018555,209.3660888671875,210.96678161621094,191.21823120117188,188.24197387695312,149.5701141357422,179.2185059,412.98956298828125,744.8143310546875,1602.54834,2365.837158203125,16623.43555,24414.21094,87841.19531,117491.4766,165827.6719,914321.6875,6573506,8828643,28823424,46804676,534136928,432145792,2955746560,6348795904,14914670592,21663744000,1.91763E+11,9.08432E+11
32,normal,215.5517578,40464.59766,4766.476074,802.8084716796875,256.0224304199219,198.61695861816406,172.39830017089844,146.43821716308594,155.6221160888672,146.05581665039062,214.54490661621094,246.38682556152344,500.9097595214844,654.9665527,3016.416259765625,6122.420898,7465.664063,210807.0313,18965.0918,276072.25,600943.1875,43602.00781,1051688.25,544016.3125,381825.25,9988142,12536535,2509923.75,2663953408,834399488,196305952,363736864
