L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,83.730000,83.780000,83.700000,83.610000,83.790000,83.620000,83.740000,83.910000,83.680000,83.680000,83.210000,83.350000,83.310000,83.500000,83.420000,83.150000,83.180000,82.940000,82.920000,82.840000,83.150000
